0.89877,0.17722,0.69355,0.82177,0.23876,0.7902,0.098811,0.54789,0.26295,0.95013,0.28209,0.2984,0.14622,0.27007,0.74323,0.066673,0.72739,0.31074,0.68228,0.25562,0.65854,0.11502,0.5984,0.99727,0.59089,0.61263,0.38387,0.26421,0.70473,0.18435,0.64542,0.86902,0.44245,0.38432,0.11606,0.88751,0.46163,0.73169,0.80007,0.55283,0.22315,0.78872,0.35993,0.70355,0.80801,0.86334,0.63821,0.23559,0.34219,0.29249,0.77063,0.4926,0.41024,0.9906,0.43875,0.6855,0.39493,0.4127,0.16243,0.50891,0.36388,0.97172,0.79089,0.69495,0.49118,0.85047,0.74257,0.92898,0.32691,0.18542,0.85947,0.90748,0.54717,0.12485,0.92716,0.078412,0.72539,0.46366,0.68115,0.55429,0.68984,0.10866,0.97163,0.85218,0.34013,0.47377,0.89795,0.31735,0.15301,0.79121,0.97911,0.18333,0.80778,0.068098,0.12906,0.63044,0.088467,0.47025,0.89215,0.66756
0.074328,0.3055,0.69605,0.2066,0.25072,0.95694,0.81585,0.58886,0.15286,0.59821,0.063555,0.5781,0.26054,0.76993,0.61008,0.13342,0.98976,0.66633,0.42262,0.65601,0.68385,0.8058,0.67203,0.13791,0.18389,0.54372,0.49813,0.013691,0.74131,0.24905,0.67812,0.78891,0.70946,0.40819,0.29776,0.24024,0.28127,0.34585,0.61482,0.58186,0.62198,0.82161,0.97761,0.22467,0.66653,0.085823,0.68608,0.61232,0.55642,0.84092,0.80059,0.94288,0.64032,0.33835,0.78467,0.72097,0.50484,0.46978,0.45262,0.52614,0.62304,0.98891,0.54231,0.55028,0.52286,0.51059,0.67211,0.39115,0.93367,0.20631,0.6083,0.82887,0.67076,0.36027,0.60762,0.89134,0.7054,0.74627,0.035314,0.59262,0.9397,0.46335,0.64953,0.83096,0.80093,0.98344,0.54063,0.9776,0.12013,0.98086,0.76142,0.70469,0.19336,0.32409,0.13832,0.79742,0.55079,0.43836,0.428,0.56431
0.58538,0.40142,0.1381,0.7041,0.83391,0.52419,0.91203,0.23952,0.77471,0.66427,0.50735,0.46899,0.18119,0.19683,0.42227,0.74075,0.55297,0.45209,0.46816,0.51667,0.64979,0.57836,0.19931,0.79911,0.55412,0.86435,0.80625,0.44919,0.5368,0.28546,0.016625,0.31027,0.79306,0.3745,0.29378,0.51419,0.95661,0.40905,0.8577,0.78122,0.92622,0.16419,0.85721,0.61214,0.3009,0.21679,0.43341,0.9005,0.50347,0.14959,0.62069,0.5673,0.87886,0.60586,0.28826,0.6564,0.85714,0.54856,0.028087,0.32291,0.44072,0.57939,0.62556,0.62265,0.43149,0.90693,0.2028,0.46682,0.26025,0.33621,0.95327,0.36125,0.15302,0.63195,0.67945,0.23778,0.35228,0.81588,0.63966,0.73685,0.61457,0.84059,0.43966,0.60854,0.38905,0.92579,0.87883,0.48631,0.98599,0.43343,0.10277,0.17394,0.89343,0.28183,0.0040061,0.65216,0.8222,0.70624,0.51056,0.82463
0.90591,0.69945,0.83124,0.95919,0.88284,0.73367,0.62804,0.31619,0.89768,0.66788,0.034225,0.73076,0.61269,0.59921,0.70346,0.81817,0.15855,0.41192,0.23737,0.94649,0.96508,0.76228,0.15819,0.51649,0.92312,0.81996,0.23714,0.23354,0.92559,0.92255,0.22143,0.88687,0.55741,0.87731,0.47531,0.44709,0.19406,0.57823,0.35657,0.27708,0.89401,0.60301,0.48684,0.81486,0.16134,0.28123,0.82621,0.70323,0.72969,0.77434,0.74966,0.88159,0.60052,0.81448,0.71103,0.57728,0.94533,0.94725,0.2511,0.012838,0.85049,0.61245,0.24713,0.68887,0.33465,0.42494,0.47308,0.7657,0.97252,0.025811,0.58445,0.57499,0.49158,0.68986,0.65427,0.22498,0.26799,0.79506,0.3156,0.45102,0.32814,0.92939,0.15745,0.44206,0.23294,0.20314,0.61692,0.26695,0.65854,0.59885,0.23754,0.86383,0.8147,0.41612,0.075836,0.79946,0.48419,0.90158,0.73307,0.44103
0.56676,0.93174,0.51921,0.57729,0.4812,0.078314,0.47501,0.13482,0.74317,0.82156,0.040138,0.19368,0.44837,0.30149,0.034795,0.32671,0.14358,0.58549,0.75719,0.93778,0.59492,0.10736,0.69547,0.0096833,0.92,0.70749,0.88427,0.77346,0.11677,0.14279,0.8321,0.58923,0.91069,0.52997,0.60622,0.47739,0.16259,0.65684,0.53558,0.40236,0.83913,0.89252,0.68416,0.84421,0.63566,0.84433,0.75527,0.30399,0.97129,0.2281,0.15271,0.1789,0.92765,0.69484,0.66196,0.79868,0.42374,0.16372,0.74925,0.21502,0.19128,0.19898,0.32502,0.3543,0.46644,0.78047,0.29794,0.18483,0.78755,0.24961,0.46741,0.68788,0.86363,0.28286,0.24548,0.76576,0.51479,0.7873,0.13767,0.36462,0.76364,0.65127,0.053019,0.94374,0.10952,0.36035,0.25576,0.80433,0.28655,0.37055,0.59282,0.11862,0.92778,0.10825,0.64685,0.045713,0.95706,0.60895,0.13765,0.23533
0.61933,0.41759,0.79252,0.51938,0.03772,0.80433,0.44869,0.61088,0.71306,0.89023,0.55897,0.75489,0.7045,0.6083,0.51691,0.49578,0.72461,0.081497,0.64034,0.75115,0.40485,0.54494,0.62672,0.0017798,0.70431,0.61229,0.74859,0.93486,0.30165,0.0057504,0.95864,0.46174,0.17239,0.45425,0.37983,0.94366,0.85876,0.66555,0.86665,0.32525,0.75338,0.84917,0.9703,0.33216,0.096651,0.2438,0.4926,0.60601,0.92557,0.31401,0.49065,0.11672,0.93884,0.60467,0.069571,0.75096,0.47934,0.47516,0.63219,0.36781,0.12413,0.27871,0.16997,0.25757,0.81906,0.51412,0.70019,0.90498,0.26406,0.027225,0.71951,0.29664,0.52475,0.22205,0.55028,0.54066,0.76165,0.53549,0.22152,0.080101,0.79877,0.34348,0.11497,0.74988,0.85853,0.063759,0.19862,0.22651,0.2463,0.15802,0.76463,0.35288,0.31123,0.97302,0.6424,0.49529,0.59723,0.90508,0.8447,0.1085
0.8849,0.84991,0.35852,0.77967,0.76502,0.089261,0.62039,0.54062,0.53895,0.15941,0.48164,0.61898,0.27258,0.77117,0.016701,0.19136,0.012023,0.84922,0.9095,0.57013,0.33906,0.64198,0.2373,0.8479,0.39354,0.091079,0.65368,0.95822,0.9575,0.3242,0.33927,0.58896,0.13424,0.27973,0.52797,0.97296,0.82296,0.42166,0.92724,0.34991,0.92325,0.55038,0.25593,0.46294,0.86197,0.42991,0.76186,0.73798,0.30056,0.426,0.73324,0.92098,0.85035,0.6969,0.52332,0.40437,0.042912,0.62908,0.15513,0.69093,0.38437,0.70699,0.16697,0.65153,0.077548,0.41799,0.63219,0.90961,0.50713,0.72209,0.28288,0.37183,0.11342,0.20903,0.91368,0.81088,0.77116,0.53765,0.62737,0.33157,0.87616,0.1222,0.20799,0.13038,0.80031,0.92684,0.99824,0.92402,0.10396,0.29741,0.6429,0.045625,0.29558,0.72724,0.22403,0.31584,0.11695,0.50419,0.4669,0.57625
0.56612,0.54846,0.71182,0.58375,0.96354,0.18044,0.0013936,0.24093,0.16947,0.15632,0.85542,0.59553,0.54845,0.52103,0.96929,0.023798,0.52893,0.21844,0.90649,0.76458,0.41935,0.79038,0.43735,0.65491,0.18607,0.85922,0.98509,0.69451,0.17446,0.47066,0.92331,0.67628,0.25634,0.25415,0.87768,0.39362,0.73588,0.69879,0.090796,0.86412,0.18114,0.32842,0.89049,0.66179,0.69588,0.0091158,0.76876,0.99032,0.24817,0.43779,0.44948,0.15558,0.27614,0.88803,0.84772,0.45987,0.83656,0.84955,0.89095,0.80989,0.43693,0.14161,0.2305,0.78038,0.94245,0.8239,0.78757,0.39215,0.050963,0.68701,0.16555,0.78872,0.44313,0.2362,0.76932,0.070576,0.38436,0.61776,0.3547,0.85878,0.72253,0.50668,0.22602,0.058289,0.91801,0.79435,0.90301,0.17956,0.32371,0.12051,0.93092,0.51775,0.72554,0.030927,0.0077177,0.89513,0.043668,0.2372,0.40153,0.64919
0.095278,0.43775,0.097737,0.34372,0.15854,0.12385,0.59987,0.87845,0.94469,0.049747,0.99542,0.79236,0.85409,0.13974,0.13414,0.56054,0.30727,0.32106,0.88279,0.20414,0.74875,0.97291,0.046652,0.07933,0.1529,0.05446,0.25439,0.70504,0.10637,0.22613,0.6651,0.61174,0.78731,0.67559,0.52506,0.90409,0.32912,0.8791,0.15314,0.36218,0.74118,0.76876,0.61684,0.34262,0.92651,0.91631,0.15368,0.92276,0.49943,0.924,0.33878,0.33319,0.75077,0.12626,0.85881,0.36869,0.77087,0.76858,0.7547,0.74443,0.37942,0.76327,0.37086,0.42816,0.77928,0.32024,0.86527,0.78684,0.56146,0.28504,0.25321,0.32279,0.68122,0.45725,0.12771,0.85473,0.54263,0.25737,0.87546,0.44697,0.2104,0.23532,0.056591,0.46835,0.27331,0.071886,0.085894,0.77279,0.0013603,0.89053,0.51324,0.99998,0.026144,0.62242,0.10708,0.038002,0.83985,0.20885,0.80037,0.59444
0.79098,0.085692,0.062625,0.61706,0.57689,0.379,0.40509,0.52912,0.015023,0.75056,0.84114,0.59686,0.022673,0.3063,0.99471,0.032066,0.3874,0.91522,0.34022,0.79049,0.027949,0.23547,0.48441,0.062359,0.72071,0.66838,0.50196,0.42533,0.36734,0.55196,0.085493,0.90069,0.62826,0.052135,0.5016,0.23904,0.38346,0.15879,0.53107,0.59598,0.24163,0.37727,0.27185,0.30283,0.61443,0.021943,0.33292,0.47958,0.21207,0.081321,0.75914,0.1888,0.45462,0.33274,0.73421,0.052663,0.17329,0.97975,0.56136,0.71999,0.50367,0.42017,0.55047,0.19752,0.82166,0.47332,0.2451,0.94306,0.24916,0.23618,0.33801,0.29878,0.70068,0.73402,0.32989,0.19606,0.0031609,0.54037,0.26699,0.80471,0.89953,0.20672,0.58679,0.16664,0.53334,0.88034,0.29341,0.94387,0.84546,0.78699,0.92555,0.30472,0.0055027,0.18275,0.14607,0.69525,0.093623,0.97158,0.17542,0.9969
